Mouse name,x,Reward Size,70,Licks per reward,3,Initial drop,70,Recording duration,11,Reward window,5,Track Length,1000
Time,Valve,Lick,LickCount,Reward,RewardCount,Distance,TotalDistance,RewardWindow,InitialDrop,InitialDropCount,ImagingTrigger,TTLpulse,TTLpulseCount,LapCount
8650,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8660,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8670,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8680,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8690,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8700,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
8710,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8720,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8730,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
8740,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8750,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8760,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8770,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8780,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8790,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
8800,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8810,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
8820,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
8830,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
8840,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8850,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8860,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8870,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
8880,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8890,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8900,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8910,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
8920,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8930,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8940,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8950,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
8960,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8970,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8980,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
8990,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9000,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9010,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9020,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9030,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9040,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9050,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9060,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9070,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9080,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9090,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9100,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9110,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9120,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9130,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9140,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9150,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9160,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9170,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9180,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9190,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9200,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9210,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9220,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9230,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9240,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9250,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9260,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9270,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9280,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9290,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9300,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9310,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9320,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9330,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9340,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9350,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9360,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9370,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9380,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9390,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9400,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9410,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9420,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9430,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9440,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9450,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9460,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9470,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9480,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9490,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9500,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9510,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9520,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9530,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9540,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9550,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9560,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9570,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9580,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9590,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9600,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9610,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9620,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9630,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9640,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9650,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9660,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9670,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9680,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9690,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9700,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9710,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9720,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9730,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9740,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9750,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9760,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9770,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9780,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9790,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9800,0,0,0,0,2,635,2635,1,0,0,0,0,0,2
9810,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9820,0,0,0,0,2,636,2636,1,0,0,0,0,0,2
9830,0,0,0,0,2,634,2634,1,0,0,0,0,0,2
9833,0,1,1,0,2,634,2634,1,0,0,0,0,0,2
9840,0,0,1,0,2,635,2635,1,0,0,0,0,0,2
9850,0,0,1,0,2,636,2636,1,0,0,0,0,0,2
9860,0,0,1,0,2,634,2634,1,0,0,0,0,0,2
9870,0,0,1,0,2,636,2636,1,0,0,0,0,0,2
9880,0,0,1,0,2,636,2636,1,0,0,0,0,0,2
9890,0,0,1,0,2,635,2635,1,0,0,0,0,0,2
9900,0,0,1,0,2,635,2635,1,0,0,0,0,0,2
9910,0,0,1,0,2,635,2635,1,0,0,0,0,0,2
9920,0,0,1,0,2,635,2635,1,0,0,0,0,0,2
9930,0,0,1,0,2,634,2634,1,0,0,0,0,0,2
9940,0,0,1,0,2,635,2635,1,0,0,0,0,0,2
9950,0,0,1,0,2,634,2634,1,0,0,0,0,0,2
9960,0,0,1,0,2,635,2635,1,0,0,0,0,0,2
9970,0,0,1,0,2,635,2635,1,0,0,0,0,0,2
9980,0,0,1,0,2,634,2634,1,0,0,0,0,0,2
9990,0,0,1,0,2,635,2635,1,0,0,0,0,0,2
10000,0,0,1,0,2,634,2634,1,0,0,0,0,1,2
10010,0,0,1,0,2,634,2634,1,0,0,0,0,1,2
10020,0,0,1,0,2,636,2636,1,0,0,0,0,1,2
10030,0,0,1,0,2,634,2634,1,0,0,0,0,1,2
10040,0,0,1,0,2,635,2635,1,0,0,0,0,1,2
10050,0,0,1,0,2,635,2635,1,0,0,0,0,1,2
10060,0,0,1,0,2,635,2635,1,0,0,0,0,1,2
10070,0,0,1,0,2,636,2636,1,0,0,0,0,1,2
10073,0,1,2,0,2,636,2636,1,0,0,0,0,1,2
10080,0,0,2,0,2,635,2635,1,0,0,0,0,1,2
10090,0,0,2,0,2,635,2635,1,0,0,0,0,1,2
10100,0,0,2,0,2,635,2635,1,0,0,0,0,1,2
10110,0,0,2,0,2,634,2634,1,0,0,0,0,1,2
10120,0,0,2,0,2,636,2636,1,0,0,0,0,1,2
10130,0,0,2,0,2,635,2635,1,0,0,0,0,1,2
10140,0,0,2,0,2,635,2635,1,0,0,0,0,1,2
10150,0,0,2,0,2,634,2634,1,0,0,0,0,1,2
10160,0,0,2,0,2,635,2635,1,0,0,0,0,1,2
10170,0,0,2,0,2,636,2636,1,0,0,0,0,1,2
10180,0,0,2,0,2,635,2635,1,0,0,0,0,1,2
10190,0,0,2,0,2,635,2635,1,0,0,0,0,1,2
10200,0,0,2,0,2,634,2634,1,0,0,0,0,1,2
10210,0,0,2,0,2,635,2635,1,0,0,0,0,1,2
10220,0,0,2,0,2,636,2636,1,0,0,0,0,1,2
10230,0,0,2,0,2,635,2635,1,0,0,0,0,1,2
10240,0,0,2,0,2,635,2635,1,0,0,0,0,1,2
10250,0,0,2,0,2,634,2634,1,0,0,0,0,1,2
10253,0,1,3,0,2,634,2634,1,0,0,0,0,1,2
10253,0,0,3,1,3,635,2635,1,0,0,0,0,1,2
10260,0,0,3,0,3,631,2631,1,0,0,0,0,1,2
10270,0,0,3,0,3,631,2631,1,0,0,0,0,1,2
10280,0,0,3,0,3,630,2630,1,0,0,0,0,1,2
10290,0,0,3,0,3,631,2631,1,0,0,0,0,1,2
10300,0,0,3,0,3,631,2631,1,0,0,0,0,1,2
10310,0,0,3,0,3,631,2631,1,0,0,0,0,1,2
10320,0,0,3,0,3,632,2632,1,0,0,0,0,1,2
10330,0,0,3,0,3,634,2634,1,0,0,0,0,1,2
10340,0,0,3,0,3,635,2635,1,0,0,0,0,1,2
10350,0,0,3,0,3,635,2635,1,0,0,0,0,1,2
10360,0,0,3,0,3,635,2635,1,0,0,0,0,1,2
10370,0,0,3,0,3,635,2635,1,0,0,0,0,1,2
10380,0,0,3,0,3,634,2634,1,0,0,0,0,1,2
10390,0,0,3,0,3,635,2635,1,0,0,0,0,1,2
10400,0,0,3,0,3,635,2635,1,0,0,0,0,1,2
10410,0,0,3,0,3,635,2635,1,0,0,0,0,1,2
10420,0,0,3,0,3,636,2636,1,0,0,0,0,1,2
10430,0,1,4,0,3,634,2634,1,0,0,0,0,1,2
10430,0,0,4,0,3,635,2635,1,0,0,0,0,1,2
10440,0,0,4,0,3,634,2634,1,0,0,0,0,1,2
10450,0,0,4,0,3,635,2635,1,0,0,0,0,1,2
10460,0,0,4,0,3,635,2635,1,0,0,0,0,1,2
10470,0,0,4,0,3,636,2636,1,0,0,0,0,1,2
10480,0,0,4,0,3,635,2635,1,0,0,0,0,1,2
10490,0,0,4,0,3,635,2635,1,0,0,0,0,1,2
10500,0,0,4,0,3,634,2634,1,0,0,0,0,1,2
10510,0,0,4,0,3,635,2635,1,0,0,0,0,1,2
10520,0,0,4,0,3,637,2637,1,0,0,0,0,1,2
10530,0,0,4,0,3,635,2635,1,0,0,0,0,1,2
10540,0,0,4,0,3,635,2635,1,0,0,0,0,1,2
10550,0,0,4,0,3,635,2635,1,0,0,0,0,1,2
10560,0,0,4,0,3,635,2635,1,0,0,0,0,1,2
10570,0,0,4,0,3,636,2636,1,0,0,0,0,1,2
10580,0,0,4,0,3,634,2634,1,0,0,0,0,1,2
10590,0,0,4,0,3,635,2635,1,0,0,0,0,1,2
10600,0,0,4,0,3,635,2635,1,0,0,0,0,1,2
10609,0,1,5,0,3,634,2634,1,0,0,0,0,1,2
10620,0,0,5,0,3,636,2636,1,0,0,0,0,1,2
10630,0,0,5,0,3,634,2634,1,0,0,0,0,1,2
10640,0,0,5,0,3,635,2635,1,0,0,0,0,1,2
10650,0,0,5,0,3,635,2635,1,0,0,0,0,1,2
10660,0,0,5,0,3,634,2634,1,0,0,0,0,1,2
10670,0,0,5,0,3,636,2636,1,0,0,0,0,1,2
10680,0,0,5,0,3,635,2635,1,0,0,0,0,1,2
10690,0,0,5,0,3,635,2635,1,0,0,0,0,1,2
10700,0,0,5,0,3,634,2634,1,0,0,0,0,1,2
10710,0,0,5,0,3,635,2635,1,0,0,0,0,1,2
10720,0,0,5,0,3,636,2636,1,0,0,0,0,1,2
10730,0,0,5,0,3,635,2635,1,0,0,0,0,1,2
10740,0,0,5,0,3,635,2635,1,0,0,0,0,1,2
10750,0,0,5,0,3,634,2634,1,0,0,0,0,1,2
10760,0,0,5,0,3,635,2635,1,0,0,0,0,1,2
10770,0,0,5,0,3,637,2637,1,0,0,0,0,1,2
10780,0,0,5,0,3,634,2634,1,0,0,0,0,1,2
10788,0,1,6,0,3,636,2636,1,0,0,0,0,1,2
10788,0,0,6,1,4,635,2635,1,0,0,0,0,1,2
10800,0,0,6,0,4,631,2631,1,0,0,0,0,1,2
10810,0,0,6,0,4,631,2631,1,0,0,0,0,1,2
10820,0,0,6,0,4,631,2631,1,0,0,0,0,1,2
10830,0,0,6,0,4,631,2631,1,0,0,0,0,1,2
10840,0,0,6,0,4,631,2631,1,0,0,0,0,1,2
10850,0,0,6,0,4,631,2631,1,0,0,0,0,1,2
10860,0,0,6,0,4,636,2636,1,0,0,0,0,1,2
10870,0,0,6,0,4,636,2636,1,0,0,0,0,1,2
10880,0,0,6,0,4,635,2635,1,0,0,0,0,1,2
10890,0,0,6,0,4,635,2635,1,0,0,0,0,1,2
10900,0,0,6,0,4,634,2634,1,0,0,0,0,1,2
10910,0,0,6,0,4,635,2635,1,0,0,0,0,1,2
10920,0,0,6,0,4,636,2636,1,0,0,0,0,1,2
10930,0,0,6,0,4,635,2635,1,0,0,0,0,1,2
10940,0,0,6,0,4,634,2634,1,0,0,0,0,1,2
10950,0,0,6,0,4,634,2634,1,0,0,0,0,1,2
10960,0,0,6,0,4,635,2635,1,0,0,0,0,1,2
10967,0,1,7,0,4,635,2635,1,0,0,0,0,1,2
10980,0,0,7,0,4,635,2635,1,0,0,0,0,1,2
10990,0,0,7,0,4,635,2635,1,0,0,0,0,1,2
11000,0,0,7,0,4,634,2634,1,0,0,0,0,6,2
11010,0,0,7,0,4,636,2636,1,0,0,0,0,6,2
11020,0,0,7,0,4,636,2636,1,0,0,0,0,6,2
11030,0,0,7,0,4,635,2635,1,0,0,0,0,6,2
11040,0,0,7,0,4,635,2635,1,0,0,0,0,6,2
11050,0,0,7,0,4,636,2636,1,0,0,0,0,6,2
11060,0,0,7,0,4,635,2635,1,0,0,0,0,6,2
11070,0,0,7,0,4,635,2635,1,0,0,0,0,6,2
11080,0,0,7,0,4,636,2636,1,0,0,0,0,6,2
11090,0,0,7,0,4,635,2635,1,0,0,0,0,6,2
11100,0,0,7,0,4,635,2635,1,0,0,0,0,6,2
11110,0,0,7,0,4,635,2635,1,0,0,0,0,6,2
11120,0,0,7,0,4,636,2636,1,0,0,0,0,6,2
11130,0,0,7,0,4,635,2635,1,0,0,0,0,6,2
11140,0,0,7,0,4,635,2635,1,0,0,0,0,6,2
11146,0,1,8,0,4,635,2635,1,0,0,0,0,6,2
11150,0,0,8,0,4,634,2634,1,0,0,0,0,6,2
11160,0,0,8,0,4,634,2634,1,0,0,0,0,6,2
11170,0,0,8,0,4,636,2636,1,0,0,0,0,6,2
11180,0,0,8,0,4,633,2633,1,0,0,0,0,6,2
11190,0,0,8,0,4,634,2634,1,0,0,0,0,6,2
11200,0,0,8,0,4,633,2633,1,0,0,0,0,6,2
